fecha,P_mm,ETP_mm,T_min_C,T_max_C,Q_m3s,Q_mm
2004-08-06,2.45,8.091,23.26,27.8,163.5,7.4554
2004-08-07,0.0,9.626,22.73,28.86,167.9,7.656
2004-08-08,0.0,7.473,22.86,26.88,166.1,7.5739
2004-08-09,0.0,7.668,22.46,26.72,165.2,7.5329
2004-08-10,0.0,9.468,20.98,27.29,160.0,7.2958
2004-08-11,0.0,9.771,22.04,28.42,143.7,6.5525
2004-08-12,0.0,9.859,22.6,28.94,135.8,6.1923
2004-08-13,0.0,9.491,22.79,28.71,121.4,5.5357
2004-08-14,0.0,9.456,22.41,28.36,103.4,4.7149
2004-08-15,0.212,10.01,23.16,29.49,90.17,4.1116
2004-08-16,3.544,9.203,23.22,28.74,84.08,3.8339
2004-08-17,0.0,9.437,23.48,29.16,73.93,3.3711
2004-08-18,36.598,8.309,23.28,27.93,77.12,3.5166
2004-08-19,13.999,9.245,23.07,28.63,77.41,3.5298
2004-08-20,0.0,8.476,23.09,27.9,79.61,3.6301
2004-08-21,1.841,9.51,22.36,28.3,89.61,4.0861
2004-08-22,0.0,9.963,23.42,29.58,93.36,4.2571
2004-08-23,0.0,9.756,22.17,28.38,95.1,4.3364
2004-08-24,24.047,9.254,22.13,27.84,101.1,4.61
2004-08-25,26.651,9.529,22.94,28.75,105.2,4.797
2004-08-26,13.927,8.46,22.97,27.75,96.55,4.4025
2004-08-27,16.403,9.156,22.14,27.73,105.2,4.797
2004-08-28,45.957,10.733,22.73,29.76,122.1,5.5676
2004-08-29,0.0,10.118,23.04,29.37,138.8,6.3291
2004-08-30,42.729,10.873,22.62,29.79,145.0,6.6118
2004-08-31,0.0,11.338,22.92,30.49,145.0,6.6118
2004-09-01,18.583,11.317,22.54,30.17,142.8,6.5115
2004-09-02,0.0,11.025,21.81,29.31,140.2,6.3929
2004-09-03,2.156,10.28,21.84,28.57,149.0,6.7942
2004-09-04,0.151,10.417,22.69,29.36,163.5,7.4554
2004-09-05,32.993,10.579,23.18,29.9,168.3,7.6742
2004-09-06,0.0,12.041,22.05,30.52,176.7,8.0573
2004-09-07,0.0,11.519,22.35,30.2,196.2,8.9464
2004-09-08,26.604,11.792,22.61,30.68,221.2,10.0864
2004-09-09,17.903,11.246,23.02,30.43,252.3,11.5045
2004-09-10,6.948,10.66,23.16,29.94,230.0,10.4877
2004-09-11,0.0,10.678,23.62,30.32,219.6,10.0134
2004-09-12,3.983,8.781,23.28,28.23,197.2,8.992
2004-09-13,0.0,10.844,22.56,29.66,183.7,8.3764
2004-09-14,0.0,9.863,22.5,28.63,166.6,7.5967
2004-09-15,0.0,12.105,22.17,30.66,151.6,6.9127
2004-09-16,14.627,11.724,21.73,29.93,133.8,6.1011
2004-09-17,0.0,12.479,21.77,30.75,118.2,5.3897
2004-09-18,0.0,11.713,23.15,30.99,100.2,4.569
2004-09-19,40.603,11.701,22.47,30.47,94.81,4.3232
2004-09-20,7.229,11.794,23.29,31.18,88.43,4.0323
2004-09-21,11.247,11.508,22.99,30.67,96.11,4.3825
2004-09-22,0.0,14.043,21.54,32.26,110.6,5.0432
2004-09-23,10.586,11.375,22.7,30.32,109.2,4.9794
2004-09-24,5.801,12.141,23.97,32.07,106.6,4.8608
2004-09-25,17.216,10.66,22.88,29.75,111.0,5.0614
2004-09-26,0.0,11.167,22.91,30.29,106.5,4.8562
2004-09-27,13.801,10.851,22.96,30.02,95.57,4.3578
2004-09-28,9.424,12.0,22.19,30.62,96.67,4.408
2004-09-29,7.457,12.731,22.41,31.55,112.4,5.1253
2004-09-30,0.0,11.213,22.95,30.4,105.2,4.797
2004-10-01,46.346,8.445,23.34,28.02,99.39,4.532
2004-10-02,0.0,11.87,22.75,30.94,132.4,6.0372
2004-10-03,0.223,11.62,23.0,30.88,172.9,7.884
2004-10-04,34.609,8.784,23.35,28.37,189.6,8.6455
2004-10-05,0.0,11.812,22.86,30.99,217.1,9.8994
2004-10-06,0.0,12.124,23.7,31.95,244.0,11.126
2004-10-07,0.0,11.138,23.41,30.74,228.4,10.4147
2004-10-08,8.666,9.145,24.58,29.75,213.2,9.7216
2004-10-09,13.189,9.387,24.38,29.82,202.9,9.2519
2004-10-10,0.0,9.885,24.34,30.27,195.7,8.9236
2004-10-11,3.904,11.684,23.66,31.54,179.7,8.194
2004-10-12,4.653,11.085,25.25,32.18,162.6,7.4143
2004-10-13,3.171,11.465,24.72,32.15,163.0,7.4326
2004-10-14,3.538,11.104,24.83,31.9,143.7,6.5525
2004-10-15,3.701,10.942,24.9,31.8,137.1,6.2516
2004-10-16,5.474,9.614,24.1,29.89,130.8,5.9643
2004-10-17,11.638,10.862,24.19,31.2,117.1,5.3396
2004-10-18,8.657,10.814,24.11,31.1,110.6,5.0432
2004-10-19,5.807,11.119,24.16,31.47,97.27,4.4354
2004-10-20,15.32,8.5,23.75,28.58,90.17,4.1116
2004-10-21,10.63,9.831,23.4,29.6,80.31,3.662
2004-10-22,1.98,9.477,23.22,29.12,68.92,3.1426
2004-10-23,15.71,10.152,24.38,30.73,64.6,2.9457
2004-10-24,0.104,11.585,24.04,31.94,61.52,2.8052
2004-10-25,8.984,11.362,24.23,31.88,57.34,2.6146
2004-10-26,2.685,10.629,24.78,31.57,51.18,2.3337
2004-10-27,8.84,7.717,24.66,28.71,48.76,2.2234
2004-10-28,24.62,9.983,23.43,29.9,47.22,2.1532
2004-10-29,0.0,8.909,23.81,29.15,60.86,2.7751
2004-10-30,0.0,11.011,22.86,30.56,56.9,2.5946
2004-10-31,4.15,9.686,24.16,30.22,54.92,2.5043
2004-11-01,7.483,9.059,24.34,29.76,52.94,2.414
2004-11-02,11.863,10.037,23.2,29.85,50.08,2.2836
2004-11-03,0.0,9.867,23.68,30.07,47.66,2.1732
2004-11-04,0.0,10.65,24.16,31.27,46.1,2.1021
2004-11-05,0.0,10.348,24.66,31.37,43.58,1.9872
2004-11-06,21.5,9.315,24.59,30.29,46.64,2.1267
2004-11-07,2.583,8.771,23.63,28.99,53.6,2.4441
2004-11-08,3.361,9.816,24.2,30.52,65.48,2.9858
2004-11-09,0.0,10.561,24.2,31.3,63.5,2.8955
2004-11-10,0.0,11.038,24.8,32.28,60.2,2.745
2004-11-11,1.405,8.66,25.44,30.42,52.72,2.404
2004-11-12,14.728,8.496,24.45,29.46,54.26,2.4742
2004-11-13,7.925,8.805,24.7,29.98,59.1,2.6949
2004-11-14,27.987,8.394,24.13,29.12,73.06,3.3314
2004-11-15,0.0,11.262,24.14,32.1,77.99,3.5562
2004-11-16,0.0,10.364,24.94,31.79,67.81,3.092
2004-11-17,0.776,10.137,24.27,31.04,73.35,3.3446
2004-11-18,17.37,9.249,25.08,30.79,85.53,3.9
2004-11-19,9.193,8.509,25.06,30.06,92.49,4.2174
2004-11-20,13.101,8.867,23.84,29.43,86.11,3.9265
2004-11-21,1.509,8.483,23.92,29.12,76.54,3.4901
2004-11-22,0.0,11.631,23.0,31.77,61.96,2.8253
2004-11-23,0.0,11.487,22.33,31.14,45.18,2.0601
2004-11-24,8.015,7.907,23.56,28.29,42.5,1.9379
2004-11-25,17.146,9.663,23.83,30.31,48.14,2.1951
2004-11-26,8.786,8.132,23.34,28.35,57.34,2.6146
2004-11-27,0.0,9.625,24.03,30.45,50.96,2.3237
2004-11-28,0.0,9.676,24.64,31.0,43.22,1.9708
2004-11-29,0.0,10.438,24.6,31.78,38.54,1.7574
2004-11-30,0.0,9.595,23.75,30.23,35.12,1.6014
2004-12-01,3.152,9.323,23.81,30.0,30.44,1.388
2004-12-02,0.0,9.488,23.51,29.94,27.83,1.269
2004-12-03,0.0,9.831,23.54,30.34,25.62,1.1682
2004-12-04,0.193,8.878,24.47,30.09,24.97,1.1386
2004-12-05,0.0,9.097,24.43,30.29,24.71,1.1267
2004-12-06,16.123,8.869,23.2,29.07,24.45,1.1149
2004-12-07,33.965,8.351,23.4,28.7,25.88,1.1801
2004-12-08,0.0,9.84,24.82,31.4,36.2,1.6507
2004-12-09,0.0,10.251,23.44,30.77,35.66,1.626
2004-12-10,0.0,11.021,22.6,31.01,26.27,1.1979
2004-12-11,0.0,10.508,23.47,31.09,24.19,1.103
2004-12-12,0.788,9.134,23.71,29.79,23.54,1.0734
2004-12-13,56.97,6.491,24.15,27.54,24.32,1.109
2004-12-14,0.0,10.996,22.35,30.8,33.14,1.5111
2004-12-15,0.0,10.641,23.48,31.26,38.72,1.7656
2004-12-16,0.0,9.152,23.93,30.0,36.2,1.6507
2004-12-17,0.0,9.979,24.1,31.01,30.59,1.3949
2004-12-18,0.0,10.528,24.07,31.59,26.92,1.2275
2004-12-19,0.0,11.282,23.22,31.78,24.58,1.1208
2004-12-20,0.0,10.952,23.12,31.33,21.85,0.9963
2004-12-21,5.713,10.544,23.58,31.23,20.03,0.9133
2004-12-22,0.091,11.382,23.2,31.87,19.25,0.8778
2004-12-23,0.0,10.708,23.12,31.05,18.6,0.8481
2004-12-24,0.0,11.906,23.08,32.37,18.47,0.8422
2004-12-25,0.0,11.979,22.59,32.09,17.56,0.8007
2004-12-26,0.0,11.126,23.44,31.75,17.04,0.777
2004-12-27,0.0,11.863,22.13,31.62,16.13,0.7355
2004-12-28,0.0,11.268,22.4,31.12,15.76,0.7186
2004-12-29,0.0,10.581,24.18,31.68,15.68,0.715
2004-12-30,0.0,12.121,22.25,31.98,14.88,0.6785
2004-12-31,0.0,12.086,23.36,32.73,14.56,0.6639
2005-01-01,0.0,11.749,22.26,31.54,12.8,0.5837
2005-01-02,0.059,11.779,22.25,31.56,14.08,0.642
2005-01-03,0.0,10.149,23.36,30.55,13.68,0.6238
2005-01-04,0.0,12.401,22.75,32.6,13.52,0.6165
2005-01-05,0.0,9.761,24.62,31.1,13.2,0.6019
2005-01-06,0.0,9.336,24.65,30.68,12.96,0.591
2005-01-07,0.0,12.958,22.92,33.32,12.72,0.58
2005-01-08,7.46,8.993,24.52,30.19,12.56,0.5727
2005-01-09,2.884,7.418,23.96,28.16,12.8,0.5837
2005-01-10,2.274,12.109,22.54,32.03,14.32,0.653
2005-01-11,0.0,11.47,24.34,32.64,14.4,0.6566
2005-01-12,2.865,11.579,24.43,32.81,13.84,0.6311
2005-01-13,10.852,9.716,24.02,30.48,13.44,0.6128
2005-01-14,5.055,11.548,22.86,31.57,13.2,0.6019
2005-01-15,0.912,9.805,24.67,31.06,12.88,0.5873
2005-01-16,0.064,11.834,25.2,33.59,12.64,0.5764
2005-01-17,0.0,11.15,24.61,32.4,12.32,0.5618
2005-01-18,0.285,11.827,24.59,33.09,12.0,0.5472
2005-01-19,0.0,12.6,22.47,32.36,11.68,0.5326
2005-01-20,0.0,14.316,22.37,34.21,11.36,0.518
2005-01-21,0.0,12.978,24.57,34.26,10.96,0.4998
2005-01-22,1.069,13.306,23.7,33.97,10.72,0.4888
2005-01-23,0.0,14.225,23.48,34.8,10.48,0.4779
2005-01-24,2.392,13.344,23.85,34.06,10.32,0.4706
2005-01-25,0.0,13.345,24.57,34.56,10.24,0.4669
2005-01-26,0.0,14.203,23.52,34.73,10.08,0.4596
2005-01-27,0.0,14.392,23.42,34.84,9.84,0.4487
2005-01-28,0.0,13.152,25.9,35.26,9.52,0.4341
2005-01-29,0.0,11.989,26.0,34.1,9.36,0.4268
2005-01-30,0.0,11.354,25.64,33.15,9.28,0.4232
2005-01-31,0.0,14.818,23.11,34.98,9.28,0.4232
2005-02-01,0.0,13.778,24.6,34.88,9.12,0.4159
2005-02-02,0.068,12.804,25.74,34.65,8.96,0.4086
2005-02-03,0.0,13.345,25.9,35.3,8.8,0.4013
2005-02-04,0.0,10.525,24.73,31.5,8.8,0.4013
2005-02-05,0.0,9.694,23.9,29.98,8.8,0.4013
2005-02-06,0.0,10.246,24.26,30.81,8.8,0.4013
2005-02-07,3.275,10.499,24.18,30.99,8.72,0.3976
2005-02-08,13.55,11.102,23.35,30.94,10.16,0.4633
2005-02-09,6.672,10.192,23.57,30.16,13.12,0.5983
2005-02-10,38.61,7.438,24.22,28.04,19.25,0.8778
2005-02-11,0.369,7.352,23.89,27.68,23.15,1.0556
2005-02-12,25.26,8.438,23.48,28.32,39.8,1.8148
2005-02-13,5.488,12.023,23.31,31.77,42.5,1.9379
2005-02-14,0.0,12.554,23.77,32.65,32.78,1.4947
2005-02-15,1.485,14.37,22.43,33.6,21.33,0.9726
2005-02-16,0.0,13.986,23.55,33.95,17.82,0.8126
2005-02-17,0.0,14.032,23.84,34.18,15.28,0.6967
2005-02-18,0.0,13.361,23.18,32.98,13.6,0.6201
2005-02-19,0.0,12.806,23.79,32.82,12.32,0.5618
2005-02-20,0.0,13.876,23.51,33.72,11.04,0.5034
2005-02-21,0.0,14.862,22.56,34.07,10.48,0.4779
2005-02-22,0.0,13.606,24.31,33.97,10.16,0.4633
2005-02-23,0.0,15.059,23.95,35.2,10.0,0.456
2005-02-24,0.0,16.222,23.28,35.94,9.76,0.445
2005-02-25,0.0,15.28,25.21,36.27,9.52,0.4341
2005-02-26,0.0,15.33,24.41,35.74,9.04,0.4122
2005-02-27,0.0,11.921,25.8,33.3,8.88,0.4049
2005-02-28,0.0,13.612,25.4,34.65,8.8,0.4013
2005-03-01,0.0,15.453,26.2,37.07,8.72,0.3976
2005-03-02,0.0,10.916,27.86,33.95,8.64,0.394
2005-03-03,11.624,10.966,25.72,32.27,9.76,0.445
2005-03-04,14.724,10.99,24.65,31.43,11.44,0.5216
2005-03-05,1.936,13.208,25.43,34.2,12.72,0.58
2005-03-06,0.0,11.969,24.63,32.36,12.56,0.5727
2005-03-07,3.473,11.738,24.94,32.35,11.6,0.5289
2005-03-08,1.908,13.124,24.22,33.17,10.67,0.4865
2005-03-09,0.0,14.258,24.64,34.61,9.997,0.4558
2005-03-10,0.0,14.949,24.52,35.22,9.57,0.4364
2005-03-11,0.0,15.18,24.07,35.12,9.12,0.4159
2005-03-12,0.0,15.135,24.84,35.61,8.88,0.4049
2005-03-13,0.0,15.879,25.12,36.56,8.56,0.3903
2005-03-14,0.0,15.397,25.16,36.08,8.4,0.383
2005-03-15,1.104,13.972,24.25,33.98,8.16,0.3721
2005-03-16,0.0,14.307,23.94,34.09,8.08,0.3684
2005-03-17,8.321,13.941,25.16,34.6,8.0,0.3648
2005-03-18,0.0,12.223,24.84,32.66,7.98,0.3639
2005-03-19,6.626,12.568,24.67,32.86,7.96,0.363
2005-03-20,6.76,12.587,23.82,32.24,8.25,0.3762
2005-03-21,6.797,13.391,23.48,32.8,8.4,0.383
2005-03-22,0.284,12.868,23.41,32.21,8.32,0.3794
2005-03-23,7.302,9.377,25.93,30.87,8.723,0.3978
2005-03-24,3.128,8.862,24.45,29.18,9.36,0.4268
2005-03-25,0.097,14.072,23.93,33.8,9.28,0.4232
2005-03-26,2.452,9.419,24.39,29.64,9.203,0.4196
2005-03-27,7.411,13.153,23.43,32.5,9.563,0.4361
2005-03-28,0.0,12.758,25.03,33.3,10.67,0.4865
2005-03-29,0.0,13.083,23.93,32.81,10.77,0.4911
2005-03-30,1.298,13.102,24.5,33.25,10.07,0.4592
2005-03-31,7.415,12.493,24.09,32.34,9.353,0.4265
2005-04-01,8.467,12.117,24.07,31.96,12.53,0.5713
2005-04-02,14.557,11.095,24.34,31.18,9.92,0.4523
2005-04-03,14.997,11.889,24.7,32.23,9.76,0.445
2005-04-04,9.663,10.774,25.48,31.78,10.72,0.4888
2005-04-05,13.81,10.028,24.27,30.12,10.25,0.4674
2005-04-06,29.328,9.614,24.05,29.56,16.13,0.7355
2005-04-07,10.821,10.685,24.33,30.8,18.34,0.8363
2005-04-08,0.0,12.671,24.19,32.64,21.73,0.9909
2005-04-09,12.707,9.812,24.33,29.98,31.4,1.4318
2005-04-10,21.717,9.973,24.23,30.06,34.62,1.5786
2005-04-11,2.343,11.682,24.21,31.7,48.59,2.2156
2005-04-12,42.78,10.584,24.64,30.98,55.3,2.5216
2005-04-13,11.354,9.887,24.37,30.11,59.83,2.7282
2005-04-14,0.0,10.085,24.94,30.77,74.22,3.3843
2005-04-15,50.643,9.804,24.78,30.39,105.3,4.8015
2005-04-16,0.0,11.602,23.94,31.46,111.7,5.0934
2005-04-17,39.707,8.79,24.54,29.28,100.2,4.569
2005-04-18,14.653,10.897,24.16,30.96,101.5,4.6282
2005-04-19,11.271,11.124,24.67,31.59,131.0,5.9734
2005-04-20,29.23,8.839,25.06,29.77,144.8,6.6027
2005-04-21,14.375,10.188,25.25,31.18,146.3,6.6711
2005-04-22,21.661,10.23,24.79,30.86,145.3,6.6255
2005-04-23,11.346,9.627,24.41,30.0,134.7,6.1421
2005-04-24,2.144,11.46,24.51,31.86,111.6,5.0888
2005-04-25,32.045,10.423,24.59,30.91,91.38,4.1668
2005-04-26,4.718,12.715,24.51,33.14,81.24,3.7044
2005-04-27,13.263,9.734,24.85,30.5,140.6,6.4111
2005-04-28,5.868,11.208,24.19,31.41,126.8,5.7819
2005-04-29,4.929,8.499,25.04,29.54,118.9,5.4217
2005-04-30,10.972,10.093,23.45,29.76,106.9,4.8745
2005-05-01,2.426,11.918,23.36,31.55,101.2,4.6146
2005-05-02,25.13,9.266,23.78,29.24,93.36,4.2571
2005-05-03,0.0,11.749,23.35,31.4,87.85,4.0058
2005-05-04,47.413,9.086,23.87,29.17,132.3,6.0327
2005-05-05,14.079,10.004,24.81,30.82,152.0,6.931
2005-05-06,29.623,10.429,23.79,30.44,157.8,7.1954
2005-05-07,0.0,11.358,24.09,31.62,164.8,7.5146
2005-05-08,0.0,11.495,23.36,31.23,169.6,7.7335
2005-05-09,18.317,10.514,23.59,30.41,171.0,7.7973
2005-05-10,20.327,7.329,23.21,27.05,173.2,7.8977
2005-05-11,0.0,10.477,23.6,30.41,172.3,7.8566
2005-05-12,43.053,9.676,24.5,30.34,180.7,8.2396
2005-05-13,3.267,9.487,24.56,30.22,221.7,10.1092
2005-05-14,10.081,10.033,23.99,30.32,252.8,11.5273
2005-05-15,2.99,9.456,24.39,30.07,243.2,11.0896
2005-05-16,0.0,9.503,24.56,30.27,231.9,10.5743
2005-05-17,14.554,7.887,24.09,28.37,206.6,9.4206
2005-05-18,0.0,9.634,24.64,30.49,188.4,8.5908
2005-05-19,23.569,9.414,24.75,30.38,181.6,8.2807
2005-05-20,6.204,12.073,24.78,33.09,165.2,7.5329
2005-05-21,5.477,10.921,24.13,31.42,160.0,7.2958
2005-05-22,8.986,9.292,24.52,30.11,152.0,6.931
2005-05-23,32.593,9.265,23.96,29.64,131.1,5.978
2005-05-24,0.217,10.74,24.09,31.25,125.7,5.7317
2005-05-25,0.0,10.528,25.16,31.88,119.6,5.4536
2005-05-26,22.916,8.829,25.14,30.21,117.8,5.3715
2005-05-27,12.224,10.229,23.53,30.32,113.8,5.1891
2005-05-28,1.883,8.606,23.83,28.93,112.0,5.107
2005-05-29,12.983,10.748,23.64,30.96,123.6,5.636
2005-05-30,10.651,8.004,24.02,28.54,128.6,5.864
2005-05-31,6.844,6.826,23.98,27.44,129.7,5.9141
2005-06-01,1.113,10.775,23.1,30.61,136.2,6.2105
2005-06-02,8.714,9.204,22.82,28.76,145.0,6.6118
2005-06-03,56.444,7.299,23.74,27.68,154.2,7.0313
2005-06-04,0.481,9.163,23.36,29.17,163.9,7.4736
2005-06-05,6.971,10.171,23.67,30.46,169.6,7.7335
2005-06-06,0.0,9.592,23.59,29.8,172.7,7.8749
2005-06-07,17.671,8.583,23.65,28.84,176.7,8.0573
2005-06-08,1.581,11.239,23.76,31.68,179.6,8.1895
2005-06-09,44.69,7.28,23.42,27.41,193.1,8.8051
2005-06-10,0.0,9.666,23.92,30.17,210.2,9.5848
2005-06-11,0.445,9.892,23.46,30.05,208.2,9.4936
2005-06-12,23.956,9.469,23.12,29.35,196.7,8.9692
2005-06-13,24.327,10.675,22.92,30.47,187.4,8.5452
2005-06-14,10.904,8.067,24.21,28.84,181.6,8.2807
2005-06-15,11.552,8.824,24.1,29.49,174.5,7.9569
2005-06-16,21.02,9.472,23.7,29.82,166.6,7.5967
2005-06-17,0.0,10.547,23.58,30.86,150.7,6.8717
2005-06-18,10.536,11.123,23.11,31.12,134.8,6.1467
2005-06-19,10.963,6.839,23.8,27.36,128.6,5.864
2005-06-20,44.89,5.836,23.65,26.36,131.8,6.0099
2005-06-21,40.216,8.85,22.39,28.14,133.6,6.092
2005-06-22,0.0,8.592,23.62,28.88,137.5,6.2698
2005-06-23,1.524,9.844,22.7,29.44,144.6,6.5935
2005-06-24,3.624,7.773,23.19,27.72,152.0,6.931
2005-06-25,0.0,10.027,23.01,29.87,162.6,7.4143
2005-06-26,17.651,8.451,22.87,28.12,169.6,7.7335
2005-06-27,7.437,9.592,23.01,29.41,165.2,7.5329
2005-06-28,0.0,10.159,23.72,30.56,160.4,7.314
2005-06-29,54.732,6.488,23.97,27.2,157.3,7.1726
2005-06-30,0.214,8.561,23.47,28.72,156.0,7.1134
2005-07-01,0.0,9.65,23.09,29.52,152.9,6.972
2005-07-02,0.0,8.401,23.25,28.37,148.5,6.7714
2005-07-03,0.0,10.29,23.26,30.32,144.6,6.5935
2005-07-04,1.001,10.746,22.64,30.34,137.2,6.2561
2005-07-05,27.091,10.097,24.02,30.7,128.2,5.8457
2005-07-06,5.424,8.971,23.46,29.1,103.0,4.6966
2005-07-07,32.581,8.696,23.25,28.64,114.6,5.2256
2005-07-08,0.0,8.999,22.44,28.3,127.9,5.832
2005-07-09,0.0,9.125,22.27,28.28,136.2,6.2105
2005-07-10,0.0,9.783,22.78,29.38,147.6,6.7303
2005-07-11,0.0,7.003,22.57,26.41,133.1,6.0692
2005-07-12,0.0,7.635,22.83,27.22,123.9,5.6497
2005-07-13,0.0,10.991,21.86,29.94,118.5,5.4034
2005-07-14,0.0,11.144,23.04,30.98,110.2,5.025
2005-07-15,0.78,11.305,22.38,30.65,76.25,3.4769
2005-07-16,54.229,7.547,23.9,28.02,62.62,2.8554
2005-07-17,6.319,10.748,23.13,30.6,52.5,2.3939
2005-07-18,25.955,8.289,23.8,28.62,68.25,3.1121
2005-07-19,15.516,6.239,23.26,26.28,82.63,3.7678
2005-07-20,0.0,7.145,22.73,26.62,136.0,6.2014
2005-07-21,0.0,8.806,22.25,27.84,154.7,7.0541
2005-07-22,0.0,8.572,23.01,28.22,171.8,7.8338
2005-07-23,2.832,9.869,22.18,28.87,175.4,7.998
2005-07-24,53.358,7.868,23.09,27.57,184.8,8.4266
2005-07-25,0.0,10.092,22.84,29.59,170.5,7.7745
2005-07-26,0.0,9.748,23.39,29.66,166.6,7.5967
2005-07-27,11.447,7.679,23.95,28.1,162.6,7.4143
2005-07-28,13.705,7.588,23.62,27.73,163.9,7.4736
2005-07-29,0.0,9.411,23.19,29.12,162.6,7.4143
2005-07-30,0.0,8.662,23.69,28.78,161.3,7.355
2005-07-31,0.0,10.346,22.94,29.86,163.5,7.4554
2005-08-01,36.144,9.834,23.0,29.37,165.2,7.5329
2005-08-02,0.42,10.162,23.34,29.96,167.0,7.6149
2005-08-03,27.156,9.51,22.87,28.91,168.8,7.697
2005-08-04,19.809,9.735,22.68,28.98,183.6,8.3719
2005-08-05,0.0,7.95,22.89,27.38,200.9,9.1607
2005-08-06,0.0,9.472,23.2,29.1,187.9,8.568
2005-08-07,2.965,9.178,22.39,28.15,179.6,8.1895
2005-08-08,31.485,9.201,22.61,28.34,187.9,8.568
2005-08-09,19.012,10.365,23.63,30.3,206.6,9.4206
2005-08-10,0.0,7.695,23.57,27.68,210.8,9.6122
2005-08-11,0.0,7.737,22.66,26.93,203.0,9.2565
2005-08-12,0.0,10.619,21.77,29.09,195.7,8.9236
2005-08-13,0.0,9.912,23.19,29.45,182.7,8.3308
2005-08-14,16.144,10.391,22.33,29.26,165.2,7.5329
2005-08-15,25.817,9.224,22.51,28.21,175.4,7.998
2005-08-16,6.493,9.439,22.86,28.68,190.0,8.6637
2005-08-17,1.591,11.629,23.02,31.02,201.9,9.2063
2005-08-18,33.552,10.266,21.45,28.4,200.4,9.1379
2005-08-19,3.483,7.847,22.39,26.75,194.1,8.8507
2005-08-20,0.195,9.673,23.31,29.24,180.1,8.2123
2005-08-21,0.0,10.882,23.15,30.3,167.0,7.6149
2005-08-22,2.008,10.013,23.54,29.73,158.2,7.2137
2005-08-23,0.764,12.393,23.33,31.97,167.4,7.6332
2005-08-24,26.327,9.298,23.24,28.78,169.6,7.7335
2005-08-25,6.933,10.244,23.18,29.65,162.2,7.3961
2005-08-26,0.0,11.751,22.4,30.57,155.6,7.0951
2005-08-27,6.068,11.991,21.32,30.02,152.5,6.9538
2005-08-28,5.659,11.202,22.4,29.98,148.1,6.7531
2005-08-29,0.0,10.628,23.77,30.46,130.9,5.9688
2005-08-30,14.805,11.123,23.07,30.4,118.5,5.4034
2005-08-31,11.883,9.915,24.07,29.99,107.7,4.911
2005-09-01,1.737,10.814,23.65,30.53,102.3,4.6647
2005-09-02,1.896,9.842,23.51,29.46,95.97,4.3761
2005-09-03,18.252,10.327,21.78,28.57,110.2,5.025
2005-09-04,2.756,11.643,22.44,30.42,119.2,5.4353
2005-09-05,6.89,9.656,23.57,29.31,128.6,5.864
2005-09-06,17.827,9.514,23.61,29.22,123.9,5.6497
2005-09-07,7.304,9.328,23.59,29.01,124.3,5.6679
2005-09-08,0.0,10.913,23.7,30.62,124.6,5.6816
2005-09-09,16.146,10.771,22.25,29.36,114.9,5.2393
2005-09-10,0.0,10.635,22.8,29.64,109.2,4.9794
2005-09-11,12.852,9.111,23.34,28.59,95.32,4.3464
2005-09-12,4.734,9.886,23.19,29.21,87.83,4.0049
2005-09-13,7.985,9.37,22.7,28.31,87.48,3.989
2005-09-14,8.689,8.804,22.58,27.68,86.82,3.9589
2005-09-15,0.0,9.117,22.53,27.94,87.64,3.9963
2005-09-16,0.0,8.665,23.38,28.2,89.48,4.0802
2005-09-17,0.0,10.409,23.11,29.66,80.08,3.6515
2005-09-18,0.0,9.755,22.62,28.63,63.54,2.8973
2005-09-19,0.396,9.291,23.33,28.75,56.07,2.5567
2005-09-20,3.298,12.675,22.55,31.53,53.18,2.4249
2005-09-21,0.088,12.807,22.98,31.99,56.18,2.5617
2005-09-22,14.122,10.414,22.63,29.3,60.84,2.7742
2005-09-23,9.612,11.593,23.32,31.01,70.29,3.2051
2005-09-24,7.775,11.592,24.13,31.63,78.1,3.5612
2005-09-25,4.023,12.011,24.59,32.4,78.52,3.5804
2005-09-26,0.0,12.601,22.26,31.27,76.71,3.4979
2005-09-27,26.677,9.835,24.23,30.02,108.6,4.952
2005-09-28,8.787,10.534,22.51,29.35,128.8,5.8731
2005-09-29,0.0,10.851,21.98,29.27,120.5,5.4946
2005-09-30,1.157,11.845,23.26,31.27,95.18,4.3401
2005-10-01,15.863,10.009,24.96,30.8,85.41,3.8946
2005-10-02,4.901,10.904,23.5,30.52,77.8,3.5476
2005-10-03,7.609,11.009,24.07,31.07,84.6,3.8576
2005-10-04,3.549,12.525,24.25,32.74,81.58,3.7199
2005-10-05,0.429,12.015,22.98,31.28,74.63,3.403
2005-10-06,23.757,11.376,24.27,31.62,71.28,3.2503
2005-10-07,11.878,12.643,22.55,31.64,72.7,3.315
2005-10-08,4.685,12.155,22.51,31.11,89.05,4.0605
2005-10-09,13.657,10.784,22.73,29.87,91.09,4.1536
2005-10-10,0.0,12.215,23.48,31.92,78.87,3.5964
2005-10-11,9.328,9.654,23.52,29.39,93.78,4.2762
2005-10-12,23.961,10.427,24.42,30.87,143.0,6.5206
2005-10-13,4.459,11.747,23.98,31.86,242.9,11.0759
2005-10-14,6.721,10.818,24.37,31.24,263.5,12.0152
2005-10-15,16.276,8.665,24.04,28.91,241.9,11.0303
2005-10-16,9.986,9.477,24.28,29.89,212.3,9.6806
2005-10-17,0.0,10.365,24.91,31.26,172.7,7.8749
